GroupId,GroupName,Preference,Id,Product,Amount,Measure,Energie,FatTotal,Protein,CarbsTotal,Sugar,Starch,Fibre,Water,PUFA3,K,CA,P,MG,FE,CU,SE,ZN,IOD,VITA,VITC,VITD,VITE,VITK,VITB6,VITB12,FIBWAT,FIBFAT,FATPROT
16,Niet-alcoholische dranken,,410,Sap sinaasappel- gepasteuriseerd,100,g,45,0.1,0.6,9.5,9.1,0.4,0.3,89,0,172,12,19,12,0.1,0.03,0,0.08,1.1,0,31,0,0.2,0.1,0.05,0,89.3,0.4,0.7
7,Gebak en koek,,2869,Beignet appel-,100,g,266,20.4,2.8,17,7.5,9.4,1.2,57.9,0,102,29,45,7,0.3,0.05,2,0.26,5.1,8,1,0.1,9.9,1.6,0.04,0.12,59.1,21.6,23.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",1,5147,Chocolade extra puur,100,g,578,45.4,9.2,27.2,22.4,4.8,11.8,4.8,0.1,400,50,150,89,3.2,1.1,4,1.3,2.5,0,1,0,1.3,2.3,0.018,0.29,16.6,57.2,54.6
14,Kruiden en specerijen,,1214,Ketjap zoet Na-,100,g,238,0,4.5,55,55,0,0.1,40.4,0,6300,60,50,,5.3,,,,,0,0,,,,,0,40.5,0.1,4.5
14,Kruiden en specerijen,,1215,Ketjap zoet,100,g,234,0,3.5,55,55,0,0,41.5,0,,47,23,37,5.3,0.01,,0.2,,0,0,0,0,,0,0,41.5,0,3.5
23,Vetten en oliën,,2059,Halvarine 40% vet <17 g verz vetz gezouten,100,g,356,39.2,0.1,0.5,0.1,0.4,0.1,60.1,1.9,42,10,23,2,0.1,0,0,0,1.5,783,0,7.3,9.8,,0,0,60.2,39.3,39.3
11,Hartige sauzen,,2450,Jus 50% vet ongebonden bereid m juspoeder,100,g,431,45.1,1.1,4.9,0.7,4.2,0.2,48.6,3,19,7,11,1,0,0.01,0,0,0.9,299,0,3.4,9.8,0,0,0,48.8,45.3,46.2
23,Vetten en oliën,,2423,Halvarineproduct Blue Band Idee,100,g,358,39,0.3,1.5,0.3,1.3,0,59.3,3.5,,600,,,0.1,,,,1.5,800,0,7.5,9.7,,1.4,2.5,59.3,39,39.3
8,Graanproducten en bindmiddelen,,3133,Bloem rijste- m vanillesmaak Nestle Pyjamapapje,100,g,384,0.9,8,85,19,66,2,4.1,0,100,180,100,25,5,0.2,3,0.9,0.7,260,30,9,4,,0.3,0,6.1,2.9,8.9
23,Vetten en oliën,,2060,Halvarineproduct 35% vet <10g verz vetz ongezouten,100,g,320,35,0,1.2,0,1.2,0,63.8,0.6,44,10,23,2,0.1,0,0,0,1.5,800,0,7.5,9.6,,0,0,63.8,35,35
16,Niet-alcoholische dranken,,2639,Smoothie vruchten,100,g,56,0.2,0.7,12.3,10.9,1.3,1.3,85.3,0,172,10,14,8,0.3,0.05,0,0.07,0.1,0,30,0,0,0.6,0.02,0,86.6,1.5,0.9
16,Niet-alcoholische dranken,,387,Vruchtendrank zwarte bessen,100,g,61,0,0,15,15,0,0.4,84,0,125,20,12,6,0,0,0,0.3,,0,30,0,0.8,,0,0,84.4,0.4,0
10,Hartig broodbeleg,,3230,Salade zalm- lunch/borrel,100,g,338,31,9.3,5.2,3.2,2.1,0.4,54,1.5,206,12,139,14,0.4,0.03,9,0.31,6.6,21,1,1.7,9.5,10.1,0.16,1.54,54.4,31.4,40.3
23,Vetten en oliën,,1961,Halvarineproduct Blue Band Goede Start,100,g,349,38,0.3,1.5,0.3,1.3,0,60.3,3,42,600,23,2,0.1,0,0,0,1.5,800,0,7.5,9.5,,1.4,2.5,60.3,38,38.3
11,Hartige sauzen,,2461,Jus 50% vet gebonden bereid m juspoeder,100,g,429,43.9,1.1,7.2,0.7,6.4,0.2,47.6,2.9,19,7,11,1,0.1,0.01,0,0.01,0.9,291,0,3.3,9.5,0,0,0,47.8,44.1,45
9,Groente,,2742,Paprika rauw gem,100,g,24,0.1,0.8,3.8,3.8,0,2.1,92.5,0,251,7,29,11,0.4,0.04,0,0.28,1,0,124,0,2.5,5.4,0.25,0,94.6,2.2,0.9
14,Kruiden en specerijen,,1213,Ketjap zout,100,g,211,0,2.8,50,49,1,0,47.2,0,500,60,50,,5,,,,,0,0,0,0,,0,0,47.2,0,2.8
11,Hartige sauzen,,5100,Tapenade van tomaten,100,g,291,24.7,3.1,12.2,10.5,1.7,4,56,0,791,26,71,41,1.3,0.24,2,0.41,1.2,0,21,0,9.4,1.8,0.17,0,60,28.7,27.8
23,Vetten en oliën,,1839,Halvarineproduct kuipje Becel Light,100,g,285,30,0.9,2.8,0.3,2.6,0,66.3,3.9,15,10,23,2,0.1,0,0,0,1.5,800,0,7.5,9.4,,0,0,66.3,30,30.9
23,Vetten en oliën,,3338,Margarine vloeibaar 80% vet Becel Olijf,100,g,739,82,0,0.3,0.3,0,0,17.8,5.8,42,10,23,2,0.1,0,0,0,1.5,800,0,7.5,9.1,,0,0,17.8,82,82
9,Groente,,885,Paprika rode gekookt,100,g,28,0.1,0.9,5.1,4.2,0.9,1.7,91.9,0,195,9,25,10,0.4,0.05,1,0.27,1,0,119,0,4.4,5.1,0.27,0,93.6,1.8,1
23,Vetten en oliën,,2934,Halvarineproduct Becel pro-activ calorie light,100,g,216,23,0.3,2,0.3,1.8,0.2,74.6,1.6,37,10,23,2,0.1,0,0,0,1.5,800,0,7.5,9,,0,0,74.8,23.2,23.3
23,Vetten en oliën,,2063,Margarine 80% vet > 24 g verz vetz gezouten,100,g,719,79.7,0.1,0.3,0.3,0,0,19.9,1,42,10,23,2,0.1,0,0,0,1.5,783,0,7.5,9,,0,0,19.9,79.7,79.8
12,Hartige snacks en zoutjes,,2163,Zoutje mais- Bugles,100,g,537,32,6.3,55,5,50,1.8,5,0,57,8,25,6,0,0.02,2,0.13,0.6,0,0,0,8.8,,0.04,0,6.8,33.8,38.3
16,Niet-alcoholische dranken,,2483,Vruchtendrank ACE gem,100,g,46,0,0.2,10.9,10.9,0,0.1,89.2,0,55,5,6,3,0.1,0.01,0,0.03,0.6,0,27,0,4.5,0,0.02,0,89.3,0.1,0.2
11,Hartige sauzen,,2612,Tapenade van olijven,100,g,324,32.2,1.8,5.2,4.5,0.7,3.3,57.4,0.2,121,39,18,16,1.2,0.15,1,0.17,0.6,0,1,0,8.2,9.2,0.04,0.01,60.7,35.5,34
11,Hartige sauzen,,437,Saus cocktail/party/tafel- 25% olie,100,g,293,26.1,0.7,13.7,11,2.7,0.2,59.3,1.8,103,8,17,2,0.2,0.01,2,0.11,,7,0,0.1,8.2,,0.004,0.07,59.5,26.3,26.8
10,Hartig broodbeleg,,2367,Pindakaas light,100,g,575,41,18,30,4.5,25,7,4,0.6,575,45,220,98,1.8,0.66,9,1.8,0,0,0,0,8,,0.02,0,11,48,59
9,Groente,,2740,Paprika gele rauw,100,g,25,0.2,0.7,3.9,3.9,0,2.5,92.7,0,216,8,26,11,0.4,0.04,0,0.25,1,0,114,0,2.4,4.9,0.22,0,95.2,2.7,0.9
11,Hartige sauzen,,458,Saus sla- 25% olie,100,g,278,26.7,0.4,8.9,6.5,2.4,0.2,62.7,1.8,22,10,17,2,0.2,0.01,3,0.21,,8,0,0,7.8,,0.004,0,62.9,26.9,27.1
14,Kruiden en specerijen,,1501,Mix kruiden- met gedroogde groente onbereid,100,g,311,3.8,9.5,57,32.7,24.3,5.2,24.5,0.1,1180,200,260,95,4.4,,,1.5,,0,36,0,,,0.24,0,29.7,9,13.3
16,Niet-alcoholische dranken,,664,Sap grapefruit-,100,g,34,0,0.5,7.3,7.3,0,0.4,90.6,0,135,11,13,9,0.3,0.02,0,0.03,,0,26,0,0.2,0,0.02,0,91,0.4,0.5
11,Hartige sauzen,,2667,Dressing sla- 20% olie m yoghurt,100,g,258,22.7,1.2,12.3,9.4,2.9,0,63.8,1.5,22,10,17,2,0.2,0.01,3,0.26,,5,0,0,7.8,,0.004,0.07,63.8,22.7,23.9
23,Vetten en oliën,,2472,Olie wok-,100,g,900,100,0,0,0,0,0,0,3.3,0,0,0,0,0,0,2,0,,0,0,0,7.8,,0,0,0,100,100
9,Groente,,2741,Paprika gele gekookt,100,g,27,0.1,0.8,4.6,4.6,0,2.2,92.2,0,240,8,30,11,0.4,0.01,1,0.05,1,0,111,0,2.4,5.1,0.22,0,94.4,2.3,0.9
22,"Suiker, snoep, zoet beleg en zoete sauzen",1,2375,Chocolade puur m hazelnoten,100,g,565,41,9,36.2,32.4,3.8,7.6,2,0.1,480,78,193,107,3.3,1.2,4,1.54,3.3,5,1,0,4.8,,0.1,0.22,9.6,48.6,50
11,Hartige sauzen,,2468,Dressing honing/mosterd-,100,g,299,26,1.2,15,14,1,0,57.8,1.8,32,18,17,14,0.4,0.05,2,0.23,1,5,0,0.1,6.8,44.4,0.01,0.04,57.8,26,27.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",,2829,Chocoladereep gevuld Kinder,100,g,567,35.7,8.9,52.1,47.5,4.6,1.3,1.6,0,408,273,235,41,1.3,0.08,2,0.37,11.2,21,0,0,7.4,2.7,0.07,1.1,2.9,37,44.6
9,Groente,,2743,Paprika gekookt gem,100,g,26,0.1,0.8,4.4,3.8,0.6,1.9,92.5,0,190,9,25,10,0.4,0.04,1,0.21,1,0,107,0,3.2,6.1,0.24,0,94.4,2,0.9
9,Groente,1,959,Kool boeren- rauw,100,g,33,0.6,3,1.6,0.4,1.2,4.7,88.4,0.1,400,180,80,34,1,0.03,2,0.4,1.4,0,100,0,1.7,623,0.22,0,93.1,5.3,3.6
8,Graanproducten en bindmiddelen,,3131,Ontbijtproduct Nestle Pyjamapapje fijne tarwe granen,100,g,387,1.5,11,81,34,47,2.8,3.7,0,,170,,,5.5,,,1,,290,25,9,4.5,1.9,0.25,0,6.5,4.3,12.5
7,Gebak en koek,,1365,Baklava,100,g,461,24.5,10.4,49.2,39.6,9.6,1,13.5,0.1,46,98,125,95,1.5,0.4,2,1.12,20,92,0,0.2,6.6,,0.18,0,14.5,25.5,34.9
7,Gebak en koek,,2413,Mergpijpje gevuld met cake en creme,100,g,457,21.6,2.7,62.7,55.3,7.4,0.6,12.1,0.1,76,15,51,16,0.7,0.11,3,0.37,3.7,20,0,0.2,6.6,1.8,0.03,0.16,12.7,22.2,24.3
11,Hartige sauzen,,2573,Saus knoflook- 20-<30% olie,100,g,246,21,0.8,13.4,8.2,5.2,0,64.8,1.4,22,10,17,2,0.2,0.01,3,0.26,,5,0,0,6.6,,0.004,0.5,64.8,21,21.8
4,Diversen,,2535,Cacaopoeder gezoet Nesquik,100,g,376,3,5,79,75,4,6.5,6.5,0,1050,38,170,113,17,0.81,1,7.6,2.5,0,95,11,0.1,,0.24,0,13,9.5,8
16,Niet-alcoholische dranken,,2042,Sportdrank AA-Drink High Energy,100,g,66,0,0,16.5,15,1.5,0,83.5,0,8,7,0,1,0,0,0,0,,0,25,0,0,,0,0,83.5,0,0
22,"Suiker, snoep, zoet beleg en zoete sauzen",,1389,Drop gem,100,g,332,0.4,8.8,72.7,49.4,23.3,1.6,15.3,0,290,128,22,36,3.3,0.11,1,0.29,,0,0,0,0,,0,0,16.9,2,9.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",,528,Candybar Snickers,100,g,484,22.9,8.7,60.2,51.6,8.6,1.3,6.9,0,312,98,186,72,1.2,0.39,1,1.31,5,15,0,0.2,1,,0.1,0,8.2,24.2,31.6
6,Fruit,1,5120,Kiwi gem,100,g,63,0.7,1,11,10.5,0.5,2.2,83.4,0.1,313,29,33,13,0.4,0.13,1,0.2,0,0,86,0,1.4,10.4,0.07,0,85.6,2.9,1.7
22,"Suiker, snoep, zoet beleg en zoete sauzen",,2530,Maltesers,100,g,500,24.3,8.3,61.5,51.9,9.6,1.2,4.7,0.1,270,110,150,48,1.2,0.3,2,0.8,,81,0,0,1.7,,0.03,0,5.9,25.5,32.6
9,Groente,,683,Sopropo rauw,100,g,15,0.2,1,0.9,0.8,0.1,2.8,94,0,296,19,31,17,0.4,0.03,0,0.8,,0,84,0,0.1,4.8,0.043,0,96.8,3,1.2
16,Niet-alcoholische dranken,,1932,Sap sinaasappel- m vruchtvlees,100,g,42,0,0.7,8.7,8.7,0,0.4,89.1,0,192,8,17,11,0.1,0.03,0,0.08,1.1,0,24,0,0.2,,0.08,0,89.5,0.4,0.7
16,Niet-alcoholische dranken,,2897,Limonade vruchten- Ocean Spray,100,g,44,0,0,11.1,11.1,0,0,88.9,0,14,5,2,1,0,0,0,0,,0,24,0,0,,0,0,88.9,0,0
9,Groente,,62,Bonen tuin- rauw,100,g,51,0,5,4,0,4,7.3,85,0,400,20,100,28,0.9,0.11,1,0.9,4,0,80,0,0.5,11.4,0.07,0,92.3,7.3,5
14,Kruiden en specerijen,,860,Aroma strooi-,100,g,176,3.9,9.9,25,15,10,0.6,2.5,0.1,26,60,31,10,3.7,,,0.2,,,1,0,,,0,,3.1,4.5,13.8
22,"Suiker, snoep, zoet beleg en zoete sauzen",,3350,Hagelslag chocolade- extra puur,100,g,424,18.3,7.8,53.7,49.7,4,6.6,11.7,0.1,845,36,184,119,8.1,0.98,,1.27,2.5,3,0,0,0.8,,0.018,0.21,18.3,24.9,26.1
10,Hartig broodbeleg,,3233,Salade garnalen- lunch/borrel,100,g,299,27.6,6.7,5.9,4.2,1.7,0.3,59.6,2.2,39,33,65,15,0.6,0.11,12,0.48,7.5,32,1,0.1,6.1,28.5,0.02,0.94,59.9,27.9,34.3
23,Vetten en oliën,,5127,Boterproduct melange gezouten,100,g,633,70,0.3,0.6,0.6,0,,29.2,,39,12,23,2,0.1,0,0,0.02,1.5,800,0,7.5,6.1,6.6,0,0.07,29.2,70,70.3
6,Fruit,,1056,Kiwi groene,100,g,62,0.8,0.9,10.8,10.3,0.5,2.3,83.5,0.1,312,30,34,14,0.5,0.12,1,0.21,,0,79,0,1.4,11,0.072,0,85.8,3.1,1.7
16,Niet-alcoholische dranken,,2144,Sap appel- m vit C,100,g,45,0,0.2,11.1,10.7,0.4,0.1,88.6,0,98,8,7,5,0.1,0.01,0,0.03,,0,23,0,0,0,0.05,0,88.7,0.1,0.2
9,Groente,,673,Amsoi rauw,100,g,32,0.3,2.5,3.2,0.7,2.5,3.2,90.8,0,330,130,45,32,2.1,0.02,0,0.23,2,0,71,0,2,31.8,0.18,0,94,3.5,2.8
7,Gebak en koek,,980,Sportvoeding reep Isostar Energy Bar,100,g,399,9.3,5,72.5,37.8,34.7,3,8.1,0.3,215,70,125,30,0.8,,,1,,,50,,5.8,,1.2,,11.1,12.3,14.3
9,Groente,,31,Paprika groene rauw,100,g,19,0.1,0.8,2.5,2.5,0,2.5,94.6,0,178,7,24,9,0.3,0.03,0,0.23,1,0,71,0,0.9,7.4,0.2,0,97.1,2.6,0.9
10,Hartig broodbeleg,,1496,Salade vis- lunch/borrel,100,g,310,27.5,8.5,6.6,3.9,2.7,0.8,55.3,0.4,188,78,149,15,1.4,0.15,17,1.38,20.4,10,1,1.6,5.7,1.3,0.12,2.36,56.1,28.3,36
23,Vetten en oliën,,3052,Boterproduct melange ongezouten Campina Botergoud,100,g,683,75,1,1,1,0,0,22.8,2.1,36,26,27,3,0.1,0.01,1,0.11,2.9,560,0,0.2,5.7,42.9,0.004,0.22,22.8,75,76
11,Hartige sauzen,,2178,Pesto groene,100,g,433,40.9,10.2,5.1,2.5,2.6,1.7,39.4,0.4,252,221,212,50,3.2,0.21,1,1.45,4.9,24,14,0,5.6,188,0.07,0.23,41.1,42.6,51.1
16,Niet-alcoholische dranken,,2218,Sportdrank Extran Energy,100,g,43,0,0,10.8,9.4,1.4,0,89.2,0,16,3,0,0,0,0,0,0,,0,21,0,0,0,0,0,89.2,0,0
9,Groente,,32,Paprika groene gekookt,100,g,17,0.2,0.6,2.3,2,0.3,2.2,94.5,0,126,10,19,8,0.5,0.04,0,0.23,1,0,70,0,0.9,9.8,0.18,0,96.7,2.4,0.8
7,Gebak en koek,,2410,Schuimzoenen,100,g,382,15.3,2.2,57,51.5,5.5,3.4,22,0,163,17,66,51,1.1,0.38,1,0.7,0.7,86,0,0.8,5.4,0.7,0.02,0.03,25.4,18.7,17.5
11,Hartige sauzen,,1913,Saus sate- huishoudelijk bereid m water m vet,100,g,295,23.3,8.7,11,8.7,2.3,3.2,52.4,0.5,237,25,125,58,1.1,0.26,3,1.02,0.3,0,1,0,5.3,10.4,0.02,0,55.6,26.5,32
11,Hartige sauzen,,2588,Jus 25% vet ongebonden bereid z juspoeder,100,g,219,24.2,0.1,0.2,0.2,0,0,75.4,1.6,11,6,6,1,0,0.01,0,0,0.7,163,0,1.9,5.3,0,0,0,75.4,24.2,24.3
11,Hartige sauzen,,2452,Jus 25% vet gebonden bereid z juspoeder,100,g,223,23.5,0.1,2.8,0.2,2.6,0,73.6,1.6,10,6,6,1,0.1,0.01,0,0.01,0.7,158,0,1.8,5.2,0,0,0,73.6,23.5,23.6
9,Groente,,672,Agoemawiwiri rauw,100,g,60,1,5,7,3,4,1.4,85,,,200,60,,9.9,,,,,0,61,0,,,,0,86.4,2.4,6
6,Fruit,1,693,Papaja,100,g,39,0.3,0.5,7.8,7.8,0,1.7,89.8,0,167,20,10,21,0.3,0.08,2,0.08,,0,61,0,0.3,5.8,0.04,0,91.5,2,0.8
8,Graanproducten en bindmiddelen,,3132,Ontbijtproduct Nestle Pyjamapapje 8 granen,100,g,392,1.4,10.1,83,26,57,3.4,2.1,0,,175,,,5.5,,,1,,271,20,9,6.6,,0.45,0,5.5,4.8,11.5
23,Vetten en oliën,,601,Olie olijf-,100,g,900,100,0,0,0,0,0,0,0.9,0,0,0,0,0,0.01,0,0,,0,0,0,5.1,53.7,0,0,0,100,100
4,Diversen,,595,Cacaoproduct poeder Ovomaltine,100,g,370,1.7,11.2,75,51.7,23.3,4.9,7.2,0,1240,380,520,300,4.6,,,,2.5,800,60,0,10,,2,1,12.1,6.6,12.9
12,Hartige snacks en zoutjes,,2527,Biscuit hartig Sultana Crunchers,100,g,413,10.3,8.5,70.5,9.7,60.8,2.2,9.9,0,213,43,100,20,0.9,0.13,4,0.64,,0,1,0,5,2.3,0.1,0.05,12.1,12.5,18.8
11,Hartige sauzen,,3344,Saus knoflook- 30-<40% olie,100,g,378,36.2,1,12,8.8,3.1,0.2,49.1,2.4,45,8,17,2,0.2,0.01,2,0.11,2.5,7,0,0.1,5,,0.002,0.07,49.3,36.4,37.2
11,Hartige sauzen,,465,Saus frites- 25% olie,100,g,296,27.3,0.5,12,6.8,5.2,0.2,58.3,1.3,45,8,17,2,0.2,0.01,2,0.11,2.5,7,0,0.1,5,,0.002,0.07,58.5,27.5,27.8
16,Niet-alcoholische dranken,,2390,Siroop vruchtenlimonade- m 15-20 mg vit C,100,g,252,0,0.6,62.4,61.6,0.8,0,37,0,80,0,0,4,0,0.01,0,0.05,1,0,19,0,0,,0,0,37,0,0.6
11,Hartige sauzen,,466,Saus frites- 35% olie,100,g,375,36,0.7,12,7.6,4.5,0,52,2.4,30,10,17,9,0.2,0.01,2,0.11,,7,0,0.1,5,,0.004,0,52,36,36.7
11,Hartige sauzen,,2611,Saus Joppie-,100,g,346,28,0.8,22.8,12.1,10.7,0,48.4,1.9,45,8,17,2,0.2,0.01,2,0.11,2.5,7,0,0.1,5,,0.004,0,48.4,28,28.8
11,Hartige sauzen,,2449,Jus 25% vet ongebonden bereid m juspoeder,100,g,230,22.9,1,4.8,0.6,4.2,0.2,71.1,1.5,10,6,5,1,0,0.01,0,0,0.6,149,0,1.7,4.9,0,0,0,71.3,23.1,23.9
9,Groente,,560,Koolrabi rauw,100,g,30,0,2,4,0,4,2.8,90,0,500,90,60,43,1,0.13,1,0.26,1,0,60,0,0,0.1,0.09,0,92.8,2.8,2
9,Groente,,1147,Spruitjes diepvries gekookt,100,g,47,0.7,2.3,5.6,1.4,4.2,4.5,86,0.2,412,29,17,13,1,0.04,10,0.38,1,0,60,0,0.9,119.5,0.28,0,90.5,5.2,3
22,"Suiker, snoep, zoet beleg en zoete sauzen",,717,Chocolade melk- m hazelnoten,100,g,562,35.9,7.7,50.2,46.9,3.3,3.7,0.7,0.1,458,161,225,69,3.3,0.45,4,1.3,17.6,47,2,0,6.4,,0.09,0.48,4.4,39.6,43.6
16,Niet-alcoholische dranken,,1156,Sap tomatengroenten- Na-,100,g,21,0,1,4,3,1,0.4,94.6,0,261,19,15,,0.4,,,,,0,18,0,,,0.08,0,95,0.4,1
16,Niet-alcoholische dranken,,1462,Sap ananas-,100,g,47,0,0.5,11.2,10.8,0.4,0.3,88.1,0,160,15,8,10,0.4,,,0.07,,0,18,0,,,0.09,0,88.4,0.3,0.5
10,Hartig broodbeleg,,3232,Salade krab- lunch/borrel,100,g,282,24,5.2,11.5,5,6.5,0.1,59.3,2,82,24,54,10,0.7,0.07,7,0.75,17,21,0,0.3,4.8,25.2,0.06,0.48,59.4,24.1,29.2
11,Hartige sauzen,,2451,Jus 25% vet gebonden bereid m juspoeder,100,g,233,22.3,1,7,0.6,6.4,0.2,69.6,1.5,10,6,6,1,0.1,0.01,0,0.01,0.6,145,0,1.7,4.8,0,0,0,69.8,22.5,23.3
6,Fruit,1,148,Aardbeien,100,g,29,0,0.7,5.1,5.1,0,1.1,91.2,0,183,15,29,13,0.5,0.04,0,0.12,,0,60,0,0.4,3,0.056,0,92.3,1.1,0.7
9,Groente,,41,Kool rode rauw,100,g,27,0,2,3,3,0,3.6,91,0,300,50,30,17,0.4,0.01,1,0.3,2,0,60,0,0.2,38.2,0.12,0,94.6,3.6,2
14,Kruiden en specerijen,,1883,Bouillonpoeder Na-,100,g,348,6.3,5.3,67.4,6,61.4,0.6,2.1,,2680,19,26,31,3.3,0.1,,0.1,,,,,,,,,2.7,6.9,11.6
4,Diversen,,3227,Zeewier nori gedroogd,100,g,254,1.5,31.5,10.5,0.6,9.9,36.3,6.5,,1730,318,518,486,37.2,1.06,51,4.52,5100,0,57,0.6,2.9,,0.53,,42.8,37.8,33
10,Hartig broodbeleg,,3174,Spread sandwich- overige smaken,100,g,186,13.2,1.6,14.9,13.5,1.4,0.9,69.4,1.1,108,56,38,18,2,0.03,1,,4,9,4,0.1,4.7,,0.03,0,70.3,14.1,14.8
10,Hartig broodbeleg,,575,Spread sandwich- naturel,100,g,235,19,1.6,14,14,0,0.8,64.6,1.6,108,56,38,18,2,0.03,1,,4,9,4,0.1,4.7,,0.03,0,65.4,19.8,20.6
10,Hartig broodbeleg,,5074,Salade kaas- lunch/borrel,100,g,422,39.4,9,6.8,4.3,2.5,0.4,43.2,2.3,57,275,203,23,0.3,0.03,6,1.26,6.4,105,0,0.1,4.7,34.1,0.02,0.73,43.6,39.8,48.4
6,Fruit,1,171,Sinaasappel,100,g,48,1,0.8,7.9,7.7,0.2,2,88,0.1,177,23,24,10,0.1,0.04,0,0.17,2.5,0,51,0,0.4,0.1,0.06,0,90,3,1.8
9,Groente,,126,Sterkers rauw,100,g,15,0,2,0,0,0,3.3,93,0,500,250,80,44,2.5,0.09,0,0.46,0.9,0,50,0,3.6,541.9,0.17,0,96.3,3.3,2
19,Flesvoeding en preparaten,,5209,Peutermelk Jumbo Standaard 5 p 100 ml,100,ml,62,2.5,1.2,8.2,6.1,2.1,0.8,87.3,,62,75,35,5,1.2,0.04,1,0.9,13.8,69,17,1.8,1.1,4.8,0.03,0.2,88.1,3.3,3.7
9,Groente,1,30,Koolrabi gekookt,100,g,28,0,2,4,0,4,2,90,0,500,90,60,43,1,0.01,1,0.26,1,0,50,0,0,0.1,0.06,0,92,2,2
6,Fruit,,3445,Bessen goji- gedroogd,100,g,343,0.4,14.3,64.1,45.6,18.5,13,7.5,,,190,,,6.8,,,,,,48,0,,,,0,20.5,13.4,14.7
12,Hartige snacks en zoutjes,,3072,Gefrituurde peulvruchtensnack Bara Surinaams,100,g,252,9.6,7.4,31.7,0.8,30.8,4.5,45.9,0.1,201,18,71,29,1,0.16,4,0.67,0.7,0,3,0,4.6,0.8,0.1,0,50.4,14.1,17
16,Niet-alcoholische dranken,,2851,Sap vruchten- mild multifruit m vit C,100,g,49,0.1,0.4,11.7,11.6,0.1,0.2,87.7,0,141,11,12,10,0,,,,,0,17,0,,,0.07,0,87.9,0.3,0.5
10,Hartig broodbeleg,,3231,Salade tonijn- lunch/borrel,100,g,288,24.1,11.4,6.2,4.3,2,0.3,58,2,250,11,157,20,0.7,0.04,45,0.34,2.8,24,0,1.5,4.6,30.4,0.14,1.07,58.3,24.4,35.5
9,Groente,1,921,Broccoli rauw,100,g,27,0.7,2.9,0.7,0.5,0.2,3.1,92.1,0.3,227,38,69,12,0.6,0.04,0,0.32,2,0,47,0,0.9,185,0.2,0,95.2,3.8,3.6
9,Groente,1,851,Paprika zoetzuur glas,100,g,16,0.1,0.9,2,2,0,1.7,95.3,0,90,17,20,11,0.4,0.13,1,0.18,2,0,47,0,0.8,5.1,0.1,0,97,1.8,1
10,Hartig broodbeleg,,3229,Salade kip-saté- lunch/borrel,100,g,262,17.3,9.6,16.5,13.3,3.2,1,55.6,0.3,207,18,131,33,0.4,0.08,7,0.54,2.9,4,2,0,4.5,13.3,0.19,0.07,56.6,18.3,26.9
6,Fruit,,172,Fruit vers citrus- gem,100,g,48,0.6,0.8,8.7,7.9,0.8,1.5,88.1,0.1,163,24,22,10,0.1,0.04,0,0.13,1.3,0,46,0,0.4,0.1,0.07,0,89.6,2.1,1.4
27,Vleeswaren,1,2768,Worst ossen-,100,g,166,9.4,18.6,1.1,0.4,0.8,1.2,65.5,0.1,312,9,187,19,2.2,0.05,,4.8,2.5,11,45,0.3,1,,0.11,2.08,66.7,10.6,28
14,Kruiden en specerijen,,704,Garnalenpasta trassie,100,g,208,5,37,2.5,1,1.5,2.7,55,1.4,800,100,250,4,3.1,,,,,0,,0,,,,,57.7,7.7,42
12,Hartige snacks en zoutjes,,2529,Chips oven-,100,g,411,9.3,6.4,72.8,8,64.8,5.1,4.8,0,990,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,9.9,14.4,15.7
12,Hartige snacks en zoutjes,,2926,Chips light paprika ea smaken,100,g,481,21,7.2,63.5,2.3,61.3,4.6,3.7,0,1384,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,8.3,25.6,28.2
12,Hartige snacks en zoutjes,,1505,Chips light naturel,100,g,490,22,7.3,63.5,0.2,63.3,4.2,3,0,1246,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,7.2,26.2,29.3
12,Hartige snacks en zoutjes,,2923,Chips naturel,100,g,541,33.5,6.4,51.3,0.5,50.8,4.1,1.5,0.1,1246,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,5.6,37.6,39.9
12,Hartige snacks en zoutjes,,122,Chips gem,100,g,538,32.9,6.3,52.2,1.6,50.6,4,3,0.1,1266,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,7,36.9,39.2
12,Hartige snacks en zoutjes,,2924,Chips paprika ea smaken,100,g,536,32.3,6.3,53.1,2.6,50.5,4,4.5,0.1,1286,27,150,60,2.3,0.22,1,1.3,4,0,11,0,4.3,,0.72,0,8.5,36.3,38.6
16,Niet-alcoholische dranken,,1657,Sap zuurkool-,100,g,7,0,0.7,1.1,0.7,0.4,0,95.8,0,176,35,,9,1.1,,,0.1,,0,16,0,,,,0,95.8,0,0.7
16,Niet-alcoholische dranken,,2219,Sportdrank Extran Hydro,100,g,22,0,0,5.5,5,0.5,0,94.5,0,16,3,0,0,0,0,0,0,,0,16,0,0,0,0,0,94.5,0,0
