GroupId,GroupName,Preference,Id,Product,Amount,Measure,Energie,FatTotal,Protein,CarbsTotal,Sugar,Starch,Fibre,Water,PUFA3,K,CA,P,MG,FE,CU,SE,ZN,IOD,VITA,VITC,VITD,VITE,VITK,VITB6,VITB12,FIBWAT,FIBFAT,FATPROT
27,Vleeswaren,,1908,Vleeswaren <10 g vet excl leverprod gem,100,g,135,5.6,18.6,2.2,0.7,1.5,0.2,70.4,0.1,459,8,277,22,0.9,0.05,12,2.27,4.4,4,17,0.2,0.5,,0.2,0.65,70.6,5.8,24.2
7,Gebak en koek,,1470,Berliner bol,100,g,295,10,6.1,44.3,19.3,25,1.6,37,0.1,124,49,101,12,0.7,0.1,3,0.57,8.2,73,1,0.6,1.8,0.7,0.07,0.29,38.6,11.6,16.1
7,Gebak en koek,,2776,Vlaai appelkruimel-,100,g,304,11.4,3.9,45.6,22,23.6,1.9,36.4,0,130,20,106,12,0.7,0.06,,0.4,8.8,69,7,0.5,1.8,,0.021,0,38.3,13.3,15.3
9,Groente,,75,Groente soep- rauw,100,g,32,0.2,1.4,4.6,3,1.6,3.2,89.7,0,308,41,39,10,0.8,0.04,1,0.38,2.3,0,17,0,0.3,43.8,0.19,0,92.9,3.4,1.6
1,Aardappelen en knolgewassen,,2112,Aardappel zoete gekookt,100,g,94,0.3,1.1,20.5,11.6,8.9,2.3,74.7,0,300,23,50,45,0.7,0.14,1,0.3,2,0,17,0,0.3,,0.05,0,77,2.6,1.4
9,Groente,,3127,Pastinaak rauw,100,g,71,1.1,1.8,11,5.4,5.6,4.9,79.3,,450,41,74,23,0.6,0.05,2,0.3,,0,17,0,,0.1,0.11,0,84.2,6,2.9
7,Gebak en koek,,2228,Koekje Scholiertje,100,g,493,23.5,6.3,62.5,38,24.5,3.6,2.7,0,100,58,75,38,0.4,0.36,4,0.88,6.4,15,0,0,1.8,,0.03,0.21,6.3,27.1,29.8
22,"Suiker, snoep, zoet beleg en zoete sauzen",,431,Chocolade melk-,100,g,548,34.1,7,52,49,3,2.8,1.4,0,404,162,205,50,3.2,0.23,5,1.1,20,57,1,0,1.2,2.3,0.041,0.58,4.2,36.9,41.1
1,Aardappelen en knolgewassen,,1456,Frites voorgebakken diepvries onbereid,100,g,146,3.8,2.3,24.4,0.4,23.9,2.5,66,0,426,9,77,21,0.5,0.11,1,0.37,2.4,0,17,0,0.6,0.2,0.17,0,68.5,6.3,6.1
1,Aardappelen en knolgewassen,,3323,Rostirondjes diepvries onbereid,100,g,178,7.3,2,24.5,1,23.5,3.4,62.9,0,426,9,77,21,0.5,0.11,1,0.37,,0,17,0,0.6,,0.17,0,66.3,10.7,9.3
1,Aardappelen en knolgewassen,,2106,Frites bereid m hard vet,100,g,256,13.9,3.1,28,0.2,27.8,3.2,51.8,0,426,9,77,21,0.5,0.11,1,0.37,,0,17,0,0.6,,0.17,0,55,17.1,17
1,Aardappelen en knolgewassen,,2108,Frites bereid gem,100,g,263,14.7,3.1,28,0.2,27.8,3.2,51,0.4,426,9,77,21,0.5,0.11,1,0.37,,0,17,0,0.6,,0.17,0,54.2,17.9,17.8
1,Aardappelen en knolgewassen,,2107,Frites bereid m vloeibaar vet,100,g,264,14.8,3.1,28,0.2,27.8,3.2,50.9,0.5,426,9,77,21,0.5,0.11,1,0.37,,0,17,0,0.6,,0.17,0,54.1,18,17.9
20,Samengestelde gerechten,,2946,Pizza hawaii diepvries onbereid,100,g,221,8.2,8.5,27.4,4.4,23,1.8,53,0.1,170,74,118,13,0.5,0.08,3,0.76,9.8,28,5,0,1.3,3.1,0.08,0.25,54.8,10,16.7
1,Aardappelen en knolgewassen,,2109,Cassave gekookt,100,g,141,0.2,0.5,33.5,1.4,32.1,1.5,67.7,0,260,17,39,18,0.5,0.09,,0.3,2,0,17,0,,,,0,69.2,1.7,0.7
27,Vleeswaren,,1211,Vleeswaren <10 g vet gem,100,g,152,7.7,17.9,2.4,0.8,1.6,0.3,68.6,0.1,441,9,257,21,1.3,0.08,12,2.65,4.2,185,16,0.3,1.5,,0.19,1.22,68.9,8,25.6
25,Vlees en gevogelte,,1568,Gehaktbal hoh- m ei gebakken,100,g,270,17.4,20.5,8,0,8,0,56.8,0.2,607,19,144,23,1.8,0.14,14,3,11.5,77,16,1.2,2.9,,0.25,1.4,56.8,17.4,37.9
25,Vlees en gevogelte,,3021,Kalfsbraadworst rauw,100,g,217,16.1,17.2,0.5,0.4,0.1,0.5,63.9,0,308,12,168,20,0.9,0.07,6,2.74,6.1,47,16,0.9,0.4,,0.23,1.81,64.4,16.6,33.3
20,Samengestelde gerechten,,2320,Ovenschotel met pomtajer Pom Surinaams,100,g,119,5.9,8.4,6.8,1.5,5.3,2.4,74.9,0.1,313,22,97,24,0.8,0.16,4,1.1,3.1,34,5,0.1,0.5,5.2,0.18,0.41,77.3,8.3,14.3
27,Vleeswaren,,1155,Gehakt gebraden (vleeswaar),100,g,304,25.6,12.8,5.6,2,3.6,0.3,54.5,0.7,349,29,298,13,2.1,0.15,15,5.24,3.2,15,16,1.3,0.2,,0.28,0.71,54.8,25.9,38.4
7,Gebak en koek,,2763,Speculaas m roomboter,100,g,484,21.7,5.5,65.2,29,36.2,3,3.4,0.2,133,46,100,15,1.3,0.06,4,0.57,1.9,168,0,0,1.7,,0.005,0,6.4,24.7,27.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",,1451,Chocolade melk- m hazelnoten z suiker,100,g,521,39.3,6.8,11.3,7.9,3.4,3.8,0.7,0.1,453,220,229,76,4,0.48,4,1.35,19.3,43,2,0,6.4,,0.093,0.43,4.5,43.1,46.1
9,Groente,,675,Dagoeblad rauw,100,g,34,0,3,5,0,5,1.1,90,0,470,75,50,,2.5,,,,,0,16,0,,,,0,91.1,1.1,3
7,Gebak en koek,,2832,Cake chocolade- m roomboter,100,g,402,20.6,6.3,46.6,31.2,15.4,2.2,23.1,0.2,173,37,172,30,1.1,0.21,6,0.77,14.6,157,0,0.5,1.7,6.7,0.05,0.22,25.3,22.8,26.9
1,Aardappelen en knolgewassen,,670,Pomtajer rauw,100,g,136,0,2,31,5,26,2,65,0,480,9,45,,0.9,0.3,,0.5,,0,16,0,,,0.09,0,67,2,2
9,Groente,,922,Courgette rauw,100,g,18,0.2,1.3,2.3,2.3,0,0.9,95.6,0.1,200,30,23,22,0.8,0.02,0,0.3,2.3,0,16,0,0.1,3.3,0.15,0,96.5,1.1,1.5
20,Samengestelde gerechten,,1485,Stamppot wortel/ui zonder vlees bereid,100,g,63,1.6,1.1,10,1.9,8.1,1.9,84.8,0.1,236,17,30,12,0.3,0.06,0,0.23,2,14,5,0.1,0.4,2.1,0.12,0,86.7,3.5,2.7
7,Gebak en koek,,256,Taart creme au beurre-,100,g,431,26.6,3.8,44,36,8,0.3,23.8,0.2,55,24,69,6,0.6,0.04,5,0.43,11.1,298,0,0.5,1.7,9.2,0.03,0.42,24.1,26.9,30.4
7,Gebak en koek,,2820,Wafel stroop- m roomboter,100,g,462,18.6,3.9,69,35.5,33.5,1.3,6.3,0.2,124,15,79,10,0.6,0.05,2,0.33,1.9,153,0,0,1.7,,0.011,0,7.6,19.9,22.5
7,Gebak en koek,,2392,Cake appel- z roomboter,100,g,261,13.5,3.8,30.4,19.7,10.7,1.2,50.4,0.2,93,16,59,7,0.6,0.05,4,0.37,11,149,1,1.4,1.7,0.4,0.05,0.23,51.6,14.7,17.3
9,Groente,,2735,Tomaat gekookt gem,100,g,22,0.6,0.7,2.9,2.9,0,1.3,94.2,0,236,10,25,8,0.6,0.05,0,0.24,2.5,0,16,0,0.8,2.8,0.072,0,95.5,1.9,1.3
22,"Suiker, snoep, zoet beleg en zoete sauzen",,432,Chocolade puur,100,g,531,33.7,6.5,46.7,41.7,5,7.2,1.2,0.1,400,50,150,89,3.2,1.1,4,1.3,2.5,6,1,0,1.3,2.3,0.018,0.29,8.4,40.9,40.2
7,Gebak en koek,,2933,Koek eier- volkoren/meergranen,100,g,305,3.2,8,59.3,33.4,25.9,3.8,22.4,0,108,29,153,29,1.6,0.12,8,1.09,20.2,66,0,0.5,1.6,0.5,0.11,0.48,26.2,7,11.2
16,Niet-alcoholische dranken,,417,Limonade vruchten-,100,g,41,0,0,10.3,10.3,0,0,88.6,0,14,5,2,1,0,0,0,0,,0,5,0,0,,0,0,88.6,0,0
16,Niet-alcoholische dranken,,1521,Limonade vruchten- light,100,g,3,0,0,0.7,0.7,0,0,99,0,15,6,3,2,0,0,0,0,,0,5,0,0,,0,0,99,0,0
16,Niet-alcoholische dranken,,2436,Limonade vruchten- m suiker en zoetstof,100,g,24,0,0,6,6,0,0,94,0,14,5,2,1,0,0,0,0,1,0,5,0,,,0,0,94,0,0
7,Gebak en koek,,2401,Koek met gelei/appelvulling,100,g,398,13.3,3.3,65.5,40.3,25.2,1.5,15.9,0.2,161,31,108,21,1.1,0.11,2,0.5,12.2,42,1,0.1,1.6,0.2,0.03,0.02,17.4,14.8,16.6
9,Groente,,681,Poeng rauw,100,g,31,0,1,6,2,4,1.5,92,0,151,20,20,9,0.5,0.03,,0.7,,0,16,0,,,0.04,0,93.5,1.5,1
12,Hartige snacks en zoutjes,,2555,Viandel onbereid Mora,100,g,301,21.3,9.5,17,1,16,1.5,50.6,0.5,158,12,101,13,0.7,0.06,2,0.98,3,1,0,0.2,1.6,9.4,0.11,0.1,52.1,22.8,30.8
20,Samengestelde gerechten,,1533,Taart hartige van bladerdeeg met groente/kaas/ei,100,g,243,18,8.5,11.2,2,9.1,1.1,58.8,0.5,137,166,167,16,0.9,0.06,7,1.07,12.9,93,4,0.4,1.2,40.4,0.08,0.66,59.9,19.1,26.5
7,Gebak en koek,,1972,Koekje roomboter- gem,100,g,462,23.4,5.5,56.6,29.7,28.8,1.6,12.2,0.2,104,25,82,14,0.6,0.08,3,0.4,4.3,222,0,0.1,1.6,5.6,0.04,0.06,13.8,25,28.9
9,Groente,,3135,Okra gekookt,100,g,22,0.2,1.9,2,2,0,2.5,92.6,0,135,77,32,36,0.3,0.09,0,0.43,5.6,0,16,0,0.3,40,0.19,0,95.1,2.7,2.1
7,Gebak en koek,,836,Koekje zand-,100,g,482,26.9,5.6,53.4,22.8,30.6,1.8,12.1,0.3,83,14,53,9,0.4,0.09,2,0.28,10.6,260,0,2.5,1.6,0.3,0.05,0,13.9,28.7,32.5
6,Fruit,,749,Vlaaivulling blik,100,g,99,0.1,0.5,23,19,4,1.3,74.9,0,101,11,14,6,0.3,0.04,0,0.08,0.5,0,16,0,0.1,1.8,0.02,0,76.2,1.4,0.6
7,Gebak en koek,,873,Voedingsbiscuit Liga Evergreen krenten,100,g,390,9.1,6.9,67,28,39,6.3,10.7,0.8,500,270,167,45,8.4,,,1.8,,0,0,0,1.5,,1.4,0,17,15.4,16
9,Groente,,2730,Tomaat tros- rauw,100,g,22,0.5,0.7,3,2.8,0.2,1.2,94.2,0,262,8,26,8,0.2,0.02,0,0.1,2.5,0,16,0,0.6,6,0.097,0,95.4,1.7,1.2
7,Gebak en koek,,1356,Voedingsbiscuit Liga Evergreen ov smaken,100,g,387,8.6,6.4,68,32,36,6.3,10.8,0.7,340,260,150,45,8,,,0.2,,0,0,0,1.5,,1.2,0,17.1,14.9,15
20,Samengestelde gerechten,,2942,Pizza m kaas en groenten diepvries onbereid,100,g,232,9.7,9.3,25.9,2,24,1.9,52.3,0.1,168,129,135,16,0.5,0.08,3,0.94,10.9,47,4,0.1,1.5,30.2,0.07,0.35,54.2,11.6,19
7,Gebak en koek,,1321,Voedingsbiscuit Liga HaverKick,100,g,397,12,5,65,31.8,33.3,4.7,13.3,1,240,340,180,50,7.9,,,1.5,,0,0,0,1.5,,1.2,0,18,16.7,17
7,Gebak en koek,,2714,Voedingsbiscuit Evergreen crunchy,100,g,395,12.3,6.6,59.7,27,32.7,9.5,11.9,0.8,340,76,200,66,7,,,0.2,,4,0,0,1.5,,1.3,0.05,21.4,21.8,18.9
20,Samengestelde gerechten,,1493,Taart hartige van brooddeeg met groente/kaas/ei,100,g,160,7.8,8.3,13.5,1.3,12.2,1.4,66.6,0.1,141,149,158,16,0.8,0.07,6,1.02,15.3,83,4,0.4,1.1,37.1,0.07,0.59,68,9.2,16.1
6,Fruit,,1057,Kaki / Sharonvrucht,100,g,77,0,0.5,18.6,18.6,0,0.5,81,0,180,10,19,11,0.1,0.1,0,0.1,,0,16,0,,2.6,0.1,0,81.5,0.5,0.5
27,Vleeswaren,,334,Lever varkens- gekookt (vleeswaar),100,g,132,4.1,19.8,3.9,4,0,0,68.1,0,300,10,225,21,23.3,2.5,50,0.67,7,15770,15,1.5,0.2,,0.35,25,68.1,4.1,23.9
27,Vleeswaren,,333,Lever runder- gekookt (vleeswaar),100,g,133,5,20,2,0,2,0,71,0.1,300,10,225,19,6,2.3,50,0.5,6.8,11410,15,4.3,0.4,,0.35,98,71,5,25
20,Samengestelde gerechten,,2318,Roti van bloem en aardappel,100,g,220,5.6,5.1,36.7,0.6,36.1,1.5,50.8,0.1,197,9,50,16,0.5,0.11,2,0.39,1.8,0,4,0,2.6,0.4,0.13,0,52.3,7.1,10.7
14,Kruiden en specerijen,,830,Knoflook rauw,100,g,158,0.5,6.4,31,1,30,2.1,58.6,0,401,181,153,25,1.7,0.3,14,1.16,3,0,31,0,0.1,1.7,1.24,0,60.7,2.6,6.9
12,Hartige snacks en zoutjes,,322,Frikandel bereid m vloeibaar frituurvet,100,g,251,18.4,13.8,6.7,0.9,5.8,1.8,56,0.3,214,108,210,28,2.1,0.09,8,1.5,0,25,1,0.4,1.5,30.4,0.086,0.54,57.8,20.2,32.2
12,Hartige snacks en zoutjes,,2362,Frikandel diepvries onbereid,100,g,235,17.2,13.1,6.1,1,5.1,1.7,59,0.3,212,102,195,27,2,0.09,8,1.4,0,38,2,0.3,1.5,29.3,0.15,0.52,60.7,18.9,30.3
20,Samengestelde gerechten,,470,Bami goreng zonder ei,100,g,168,3.7,6.6,26.3,4.8,21.5,1.4,61.3,0.2,63,11,60,7,0.6,0.08,5,1.21,1.3,6,4,0.1,0.4,10.4,0.11,0.11,62.7,5.1,10.3
7,Gebak en koek,,2556,Voedingsbiscuit LU Time Out,100,g,484,20.8,7.6,64.3,27.3,37,4.8,2.6,0.1,213,30,180,50,1.8,0.25,4,1.5,,0,0,0,1.5,,0.027,0,7.4,25.6,28.4
27,Vleeswaren,,640,Worst lever-,100,g,294,25.3,14.5,1.8,0.1,1.7,0.5,54.2,0.4,169,13,226,12,5.4,0.59,20,2.44,2.5,5253,15,0.9,0.3,,0.15,9.43,54.7,25.8,39.8
27,Vleeswaren,,344,Vleeswaren gem,100,g,236,17.7,16.2,2.5,0.8,1.8,0.3,59.8,0.2,338,15,227,17,1.9,0.12,12,2.49,4.4,750,15,0.6,0.9,2.2,0.16,1.87,60.1,18,33.9
25,Vlees en gevogelte,,2901,Runderbraadworst gebakken,100,g,228,14.6,23.8,0.3,0.2,0.2,0.1,59.8,0.1,360,22,187,22,2.5,0.09,9,5.24,3.1,33,15,1.3,1.3,,0.19,2.24,59.9,14.7,38.4
27,Vleeswaren,,1909,Worst excl leverproducten gem,100,g,342,30,15.5,2.3,0.8,1.5,0.3,47.6,0.3,266,25,206,15,1.5,0.07,7,2.24,2.8,24,15,0.8,0.3,7.9,0.1,0.99,47.9,30.3,45.5
9,Groente,,39,Raapstelen gekookt,100,g,17,0,2,1,0,1,2.3,94,0,203,100,45,10,3,0.09,,0.4,2,0,15,0,2.9,367.6,0.05,0,96.3,2.3,2
9,Groente,,1370,Druivenblad glas,100,g,33,0,3.3,1.8,1.8,0,6.3,88.6,0,45,390,35,,2.3,,,,,0,15,0,,97.3,,0,94.9,6.3,3.3
7,Gebak en koek,,234,Voedingsbiscuit Liga Baby 6-12 mnd,100,g,394,7.6,6.5,73.5,22,51.5,2.9,9,0.7,210,48,45,20,1,,,0.8,,0,0,0,1.5,,0.027,0,11.9,10.5,14.1
7,Gebak en koek,,235,Voedingsbiscuit Liga Kind 12-36 mnd,100,g,411,9.4,8.5,71,23,48,4.2,7,0.8,270,240,160,45,1,,,0.8,,,0,0.1,1.5,,0.027,,11.2,13.6,17.9
12,Hartige snacks en zoutjes,,1506,Soesje kaas-,100,g,317,28.5,6.3,8.6,0.4,8.1,0.5,54.4,0.3,63,101,120,9,0.6,0.04,6,0.75,13.9,314,0,1.2,1.5,12.6,0.04,0.81,54.9,29,34.8
9,Groente,,1146,Spinazie gesneden diepvries onbereid,100,g,20,0.3,2.3,1.1,0.4,0.8,2.1,94,0.2,338,125,50,35,1.5,0.14,1,0.7,2,0,15,0,1.7,340,0.06,0,96.1,2.4,2.6
9,Groente,,1143,Bonen snij- diepvries onbereid,100,g,28,0.1,1.9,3.6,1.3,2.3,2.7,91.8,0,250,40,30,10,1,0.04,1,0.2,2,0,15,0,0.2,26,0.02,0,94.5,2.8,2
23,Vetten en oliën,,1472,Creme au beurre,100,g,567,44.8,0.6,40.4,40.4,0,0,12.9,0.3,24,16,18,3,0.1,0.01,1,0.07,1.6,462,0,0.2,1.5,16.5,0.002,0.19,12.9,44.8,45.4
16,Niet-alcoholische dranken,,396,Sap druiven-,100,g,65,0,0.2,15.9,15.9,0,0.2,81,0,137,13,13,8,0.6,0.03,1,0.1,,0,4,0,0.4,1,0.03,0,81.2,0.2,0.2
8,Graanproducten en bindmiddelen,,695,Meel cassave-,100,g,336,0,2,81,3,78,1.8,14,0,20,60,105,,5.4,,,,,0,4,0,,,,0,15.8,1.8,2
9,Groente,,952,Kool boeren- diepvries gekookt,100,g,37,1.6,2,2.5,0,2.5,2.5,87.9,0.3,225,150,45,8,1,0.02,2,0.2,1.3,0,15,0,2.5,817,0.12,0,90.4,4.1,3.6
6,Fruit,1,159,Cranberry vers,100,g,24,0.1,0.4,3.4,3.4,0,3.6,87,0,87,15,10,7,1,0.05,0,0.2,,0,15,0,1,5.1,0.07,0,90.6,3.7,0.5
9,Groente,,2732,Tomaat vlees- rauw,100,g,19,0.5,0.6,2.3,2.4,0,1.3,95,0,212,9,23,7,0.7,0.03,0,0.27,2.5,0,15,0,0.6,6,0.063,0,96.3,1.8,1.1
7,Gebak en koek,,260,Lange vingers,100,g,402,3.5,7.2,84.8,53.1,31,1,2,0,100,40,150,17,2,0.08,7,0.6,19.6,116,0,0.5,1.4,,0.03,0.53,3,4.5,10.7
1,Aardappelen en knolgewassen,,2744,Aardappelen Nicola z schil gekookt,100,g,80,0.4,1.7,16.6,0.6,16,1.7,78.9,0.1,312,9,42,19,0.4,0.08,0,0.24,2.5,0,15,0,0.1,,0.24,0,80.6,2.1,2.1
7,Gebak en koek,,1915,Soes ongevuld,100,g,225,15.9,6.4,13.7,0.4,13.4,0.8,62,0.2,82,28,103,9,1,0.05,7,0.65,18.9,195,0,1.8,1.4,0.2,0.06,0.5,62.8,16.7,22.3
7,Gebak en koek,,2162,Cafe noir,100,g,420,5.4,3.4,89,62.4,26.6,0.8,0.6,0,248,29,108,13,0.6,0.06,2,0.36,1.1,0,0,0,1.4,,0.02,0,1.4,6.2,8.8
7,Gebak en koek,,854,Taart vruchten- van biscuitdeeg m slagroom,100,g,230,14.3,3.2,21.8,17.7,4.1,0.7,58.7,0.1,128,47,69,16,0.5,0.06,3,0.36,8.2,140,6,0.2,1.4,4.5,0.06,0.21,59.4,15,17.5
7,Gebak en koek,,2777,Vlaai wener bodem m bakkersroom,100,g,295,16,4.1,33,20,13,1.6,44.6,0.1,108,58,126,12,0.5,0.05,,0.41,,57,0,0.2,1.4,,0.006,0.1,46.2,17.6,20.1
1,Aardappelen en knolgewassen,,3333,Aardappel(product) naturel voorgekookt koelvers,100,g,80,0.4,1.7,16.6,0.6,16,1.7,78.9,0.1,312,9,42,19,0.4,0.08,0,0.24,2.5,0,15,0,0.1,,0.24,0,80.6,2.1,2.1
1,Aardappelen en knolgewassen,,5048,Aardappel(product) gekruid voorgekookt koelvers,100,g,80,0.4,1.7,16.6,0.6,16,1.7,78.9,0.1,312,9,42,19,0.4,0.08,,0.24,2.5,0,15,0,0.1,,0.24,0,80.6,2.1,2.1
9,Groente,,74,Kool zuur- gekookt,100,g,14,0,0.9,1,0,1,3.2,92.7,0,138,46,30,8,0.4,0.03,3,0.1,1,0,15,0,0.1,31.2,0.17,0,95.9,3.2,0.9
9,Groente,,60,Tomaat gewoon rauw,100,g,20,0.4,0.7,2.9,2.9,0,1.3,95.4,0,246,11,23,8,0.3,0.05,0,0.15,2.5,0,15,0,0.7,6,0.077,0,96.7,1.7,1.1
9,Groente,,29,Koolraap gekookt,100,g,33,0.1,0.7,5.8,5.7,0.1,3,90.4,0,175,37,32,8,0.2,0.02,0,0.1,0,0,15,0,0,2,0.07,0,93.4,3.1,0.8
20,Samengestelde gerechten,,2945,Pizza salami diepvries onbereid,100,g,259,11.8,9.9,27.4,2.1,25.2,2,47.7,0.1,178,77,110,13,0.6,0.08,2,0.96,9.7,30,3,0.1,1.4,4.4,0.08,0.37,49.7,13.8,21.7
9,Groente,,70,Kool witte gekookt,100,g,16,0,0.9,1.8,1.8,0,2.8,94.1,0,147,51,24,7,0.2,0.03,3,0.07,2,0,15,0,0.1,64.5,0.1,0,96.9,2.8,0.9
23,Vetten en oliën,,3376,Olie sesam-,100,g,898,99.7,0.2,0,0,0,0,0.1,0,20,10,0,0,0.1,0,0,0,0,0,0,0,1.4,13.6,0,0,0.1,99.7,99.9
6,Fruit,,186,Mandarijnen op siroop blik/glas,100,g,59,0,0.5,14,14,0,0.3,84.8,0,49,17,8,7,0.2,0,0,0.12,,0,15,0,0,0,0.03,0,85.1,0.3,0.5
22,"Suiker, snoep, zoet beleg en zoete sauzen",,2386,Noga,100,g,469,16.7,6.5,72.1,71.1,1,2.1,1.7,0,249,85,188,93,1,0.21,1,0.94,0.8,0,0,0,6.5,,0.018,0,3.8,18.8,23.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",,2266,Chocolade witte,100,g,552,32.6,6.4,58.1,58.1,0,0,1,0,409,260,280,28,0.2,0.01,5,1,5,75,1,0.1,1.2,,0.061,0.67,1,32.6,39
20,Samengestelde gerechten,,2943,Pizza m vlees diepvries onbereid,100,g,228,9,9.2,26.5,2.4,24.1,2,52.3,0.1,158,75,119,13,0.5,0.08,3,0.94,10.4,38,3,0.2,0.5,3.1,0.1,0.3,54.3,11,18.2
22,"Suiker, snoep, zoet beleg en zoete sauzen",,1962,Hagelslag chocolade- melk,100,g,455,15.6,6.3,70.3,64.7,5.6,3.7,2.3,0.1,359,116,162,66,4.5,0.56,5,1.1,17,46,0,0,0.8,,0.031,0.52,6,19.3,21.9
25,Vlees en gevogelte,,1551,Varkensbraadworst bereid,100,g,246,17.1,22.4,0.6,0.5,0.1,0,58.4,0.1,400,18,213,24,1.2,0.09,13,3.05,2,32,14,1.1,1.5,,0.34,0.88,58.4,17.1,39.5
14,Kruiden en specerijen,,831,Kervel vers,100,g,78,1,4,12,0,12,2.4,80,,597,,,,1.6,,,,2.8,0,35,0,,,0.026,0,82.4,3.4,5
27,Vleeswaren,,1907,Vleeswaren excl leverproducten gem,100,g,225,16.4,16.6,2.5,0.8,1.7,0.3,60.7,0.2,359,15,230,17,1.3,0.06,10,2.51,4.6,11,14,0.5,0.9,2.5,0.16,0.84,61,16.7,33
25,Vlees en gevogelte,,1415,Rundertartaar rauw,100,g,137,5.7,21.1,0.3,0.3,0,0.1,73.3,0,376,6,198,24,2.5,0.12,8,4.77,2.6,5,14,0.6,0.5,,0.31,1.97,73.4,5.8,26.8
9,Groente,,1904,Groenten gekookt gem,100,g,30,0.5,1.8,3.5,2,1.5,2.4,90.9,0.1,227,46,45,16,0.6,0.07,1,0.34,2,1,14,0,0.7,99.9,0.08,0,93.3,2.9,2.3
9,Groente,,953,Doperwten diepvries gekookt,100,g,92,0,6,14.8,1,13.9,4.5,74.3,0,163,32,98,27,1.8,0.1,1,0.8,2,0,14,0,0.2,36,0.08,0,78.8,4.5,6
9,Groente,,61,Tomaat gewoon gekookt,100,g,23,0.7,0.7,2.9,2.8,0.1,1.3,94.1,0,233,9,24,8,0.6,0.03,0,0.21,2.5,0,14,0,0.7,2.8,0.077,0,95.4,2,1.4
1,Aardappelen en knolgewassen,,1,Aardappelen rauw,100,g,88,0,2,19,1,18,1.8,77,0,450,6,60,22,0.5,0.09,1,0.37,2.5,0,14,0,0.1,,0.3,0,78.8,1.8,2
9,Groente,,682,Pompoen rauw,100,g,14,0.2,0.7,2,1.7,0.3,1,95,0.1,130,29,19,10,0.4,0.02,,0.2,0.2,0,14,0,1.1,1.1,0.02,0,96,1.2,0.9
12,Hartige snacks en zoutjes,,1643,Kipnuggets bereid in oven,100,g,259,13.7,14.4,18.4,2,16.4,2.5,54.3,0.4,304,25,171,25,0.9,,,0.74,6,14,0,0.3,1.3,,0.24,0.29,56.8,16.2,28.1
20,Samengestelde gerechten,,2321,Groente-vlees schotel Moksi-alesi Surinaams,100,g,123,3.4,7.8,14.2,0.9,13.3,1.9,71.1,0.1,196,63,75,19,0.8,0.19,6,1.2,11.6,0,3,0.1,1.6,8.6,0.06,2.92,73,5.3,11.2
12,Hartige snacks en zoutjes,,1644,Kipnuggets bereid in frituurvet,100,g,277,17.1,17.5,12.2,0,12.2,2.5,50.2,0.6,231,25,165,23,0.8,,,0.73,6,14,0,0.3,1.3,,0.36,0.29,52.7,19.6,34.6
7,Gebak en koek,,789,Koek boter-,100,g,458,26.1,5.4,49.6,25.6,24,1.4,16.6,0.2,76,21,61,9,0.5,0.09,3,0.36,11.6,273,0,0.2,1.3,9.6,0.05,0.2,18,27.5,31.5
20,Samengestelde gerechten,,471,Nasi goreng met ei,100,g,129,2.8,6.5,19,4.2,14.8,0.8,70.6,0.1,58,16,68,15,0.9,0.1,4,0.74,,0,3,0.4,0.2,,0.1,0.16,71.4,3.6,9.3
20,Samengestelde gerechten,,1278,Babyvoeding maaltijd 6 mnd,100,g,72,2.3,3.3,8.7,2.7,6,1.9,84,0,249,36,53,18,0.6,0.1,2,0.65,,,3,,,,,,85.9,4.2,5.6
7,Gebak en koek,,2778,Vlaai zachte bodem m bakkersroom,100,g,253,12.5,3.5,30.8,16.8,14,1.4,51.1,0,115,59,95,12,0.5,0.06,,0.36,,52,1,0.2,1.3,,0.013,0.08,52.5,13.9,16
6,Fruit,,1887,Dadels vers,100,g,139,0.1,1.5,31.3,31.3,0,3.6,60.7,0,410,24,28,24,0.3,0.12,1,0.2,,0,14,0,,5.6,0.12,0,64.3,3.7,1.6
7,Gebak en koek,,468,Tompouce,100,g,288,13.9,3.8,36.5,23.8,12.7,0.9,42.8,0.5,66,42,55,7,0.3,0.04,2,0.23,17.2,57,0,1.5,1.3,0.8,0.05,0.31,43.7,14.8,17.7
22,"Suiker, snoep, zoet beleg en zoete sauzen",,2374,Chocolade melk- m rozijnen,100,g,501,27.4,6.2,55.9,53,2.9,3,4.5,0,483,139,182,48,3,0.26,5,0.92,16.4,46,1,0,1.1,2.6,0.06,0.46,7.5,30.4,33.6
22,"Suiker, snoep, zoet beleg en zoete sauzen",,5042,Drop met schuim,100,g,334,0.3,6.1,76.6,50.4,26.2,0.6,15.8,0,158,69,16,18,1.8,0.07,1,0.15,0.5,0,0,0,0,,0,0,16.4,0.9,6.4
22,"Suiker, snoep, zoet beleg en zoete sauzen",,3355,Vlokken chocolade- wit,100,g,458,14,5.9,77,77,0,0,3.1,0,347,110,158,64,4.4,0.56,5,0.31,17,32,0,0,1.2,,0.05,0.58,3.1,14,19.9
6,Fruit,,173,Fruit vers excl citrus- gem,100,g,62,0.2,0.6,13.2,11.4,1.8,1.7,83.6,0,206,8,18,12,0.2,0.06,1,0.15,1.9,0,14,0,0.3,2.6,0.1,0,85.3,1.9,0.8
